CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1443,Male,0,Yes,Yes,63,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),67.27,4103.72,Yes
CUST1444,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,109.04,7402.19,No
CUST1445,Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Credit card (automatic),97.86,5313.59,Yes
CUST1446,Female,0,Yes,No,54,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.69,1409.48,Yes
CUST1447,Female,0,No,No,42,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.44,2603.34,Yes
CUST1448,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,55.91,2420.88,No
CUST1449,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.6,609.19,Yes
CUST1450,Female,0,Yes,No,29,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,120,3597.59,Yes
CUST1451,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,49.2,282.66,No
CUST1452,Male,0,No,No,7,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,One year,No,Electronic check,51.28,345.13,Yes
CUST1453,Female,0,No,No,37,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),117.63,4238.15,No
CUST1454,Male,0,No,No,53,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.07,4958.62,No
CUST1455,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,51.7,957.57,Yes
CUST1456,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.82,3252.89,Yes
CUST1457,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),57.82,3426.22,Yes
CUST1458,Male,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.82,59.82,No
CUST1459,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,40.84,2767.26,No
CUST1460,Male,1,Yes,Yes,44,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,766.47,No
CUST1461,Female,1,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,22.25,1015.55,No
CUST1462,Female,0,No,No,35,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,31.86,1100.25,No
CUST1463,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),77.57,4775.84,No
CUST1464,Female,0,No,No,52,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.6,3707.5,No
CUST1465,Male,0,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),97.59,774.08,No
CUST1466,Male,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,28.9,1139.72,Yes
CUST1467,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.6,348,No
CUST1468,Male,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),115.83,7996.55,Yes
CUST1469,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,66.06,959,No
CUST1470,Male,0,No,No,26,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),44.41,1208.73,No
CUST1471,Female,1,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),45.96,3261.43,Yes
CUST1472,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),70.94,4053.08,No
CUST1473,Female,0,Yes,No,40,No,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,120,4892.86,Yes
CUST1474,Female,0,No,No,51,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,62.15,3117.74,No
CUST1475,Female,1,No,No,5,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,18,91.13,Yes
CUST1476,Male,0,Yes,No,32,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),120,3741.61,No
CUST1477,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.99,52.99,No
CUST1478,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.61,5615.81,No
CUST1479,Female,0,No,Yes,11,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.77,914.11,No
CUST1480,Female,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.55,3247.07,No
CUST1481,Female,1,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.98,773.55,Yes
CUST1482,Male,1,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.96,1107.33,Yes
CUST1483,Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,56.27,2361.64,No
CUST1484,Female,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.08,1505.81,No
CUST1485,Female,1,No,No,28,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,58.98,1650.31,No
CUST1486,Male,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.43,244.81,Yes
CUST1487,Male,1,Yes,No,62,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Electronic check,81.21,5188.35,No
CUST1488,Female,0,No,No,27,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.34,483.61,Yes
CUST1489,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Electronic check,48.93,2107.03,Yes
CUST1490,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.11,1327.56,Yes
CUST1491,Female,0,No,Yes,61,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.58,5281.15,No
CUST1492,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),22.99,1051.97,Yes
CUST1493,Male,0,No,Yes,46,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),86.19,3923.21,Yes
CUST1494,Male,0,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,31.2,453.24,No
CUST1495,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,72.45,552.52,Yes
CUST1496,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.43,4636.86,No
CUST1497,Male,1,Yes,Yes,14,No,No,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),28.19,403.61,Yes
CUST1498,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,72.25,4565.44,No
CUST1499,Female,0,Yes,No,7,No,No,DSL,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,59.44,403.53,No
CUST1500,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,35.68,1811.58,No
CUST1501,Female,0,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),28.25,1571.77,Yes
CUST1502,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,43.77,596.84,Yes
CUST1503,Female,1,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.69,2195.39,No
CUST1504,Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,58.83,3247.08,No
CUST1505,Male,0,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.2,768.22,Yes
CUST1506,Female,1,No,No,57,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,77.71,4597.85,Yes
CUST1507,Female,0,Yes,No,58,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),89.25,5049.83,Yes
CUST1508,Female,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.13,659.74,No
CUST1509,Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,57.48,886.83,No
CUST1510,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,36.5,300.04,Yes
CUST1511,Male,1,Yes,No,45,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,32.45,1421.95,No
CUST1512,Female,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18,688.92,Yes
CUST1513,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,18,965.69,No
CUST1514,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),49.43,684.51,Yes
CUST1515,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),76.79,4384.55,Yes
CUST1516,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,76.68,3915.13,No
CUST1517,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),33.42,938.12,No
CUST1518,Female,0,Yes,No,47,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),30.39,1366.6,No
CUST1519,Male,0,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,72.18,415.73,Yes
CUST1520,Female,0,No,Yes,55,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,52.05,2789.76,Yes
CUST1521,Male,0,No,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.69,4217.05,Yes
CUST1522,Female,0,No,No,18,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,31.68,546.6,No
CUST1523,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,18,297.1,No
CUST1524,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,83.37,1039.66,Yes
CUST1525,Male,0,Yes,No,20,No,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,18,355.6,No
CUST1526,Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,21.63,953.29,No
CUST1527,Male,1,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),44.92,2925.87,Yes
CUST1528,Male,0,No,No,59,No,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.45,3398.04,No
CUST1529,Female,1,Yes,No,22,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.04,1878.03,Yes
CUST1530,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.57,1678.5,No
CUST1531,Female,0,Yes,No,29,No,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.53,2961.16,No
CUST1532,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),19.52,894.82,No
CUST1533,Female,0,Yes,Yes,9,No,No,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Mailed check,53.84,466.87,No
CUST1534,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),89.9,2159.92,Yes
CUST1535,Female,0,No,Yes,15,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.49,1387.84,Yes
CUST1536,Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),18,626.08,No
CUST1537,Male,0,No,No,13,No,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),120,1493.94,Yes
CUST1538,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.33,2360.21,Yes
CUST1539,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,73.35,5166.49,No
CUST1540,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,54.99,4112.84,No
CUST1541,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,120,4333.79,No
CUST1542,Male,1,Yes,No,61,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.68,6481.64,No
CUST1543,Female,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,120,4643.59,No
CUST1544,Female,0,Yes,No,27,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,79.2,2054.14,Yes
CUST1545,Male,0,No,Yes,1,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),92.36,92.36,No
CUST1546,Male,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Electronic check,33.66,1123.14,No
CUST1547,Female,0,No,No,68,No,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.06,3898.74,No
CUST1548,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,92.39,2014.16,No
CUST1549,Female,0,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,74.55,2441.97,No
CUST1550,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.17,478.09,No
CUST1551,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),41.73,2578.08,No
CUST1552,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,99.96,285.88,Yes
CUST1553,Female,1,No,Yes,51,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.54,4865.24,No
CUST1554,Female,0,Yes,No,54,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.27,5302.03,No
CUST1555,Male,1,No,No,59,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),73.76,4345.83,No
CUST1556,Male,0,No,No,6,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),65.3,379.77,No
CUST1557,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.72,2889.39,No
CUST1558,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.1,1589.76,Yes
CUST1559,Female,0,No,No,60,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),38.22,2198.9,No
CUST1560,Female,0,No,Yes,22,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),74.49,1661.79,Yes
CUST1561,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),84.74,2088.09,No
CUST1562,Male,0,No,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),44.81,2236.53,No
CUST1563,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,92.1,4691.34,No
CUST1564,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,86.53,923.25,Yes
CUST1565,Female,0,No,No,56,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.51,3016.05,Yes
CUST1566,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),24.3,1796.34,No
CUST1567,Male,0,Yes,No,42,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,82.59,3448.61,Yes
CUST1568,Female,0,Yes,No,39,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,120,4560.48,Yes
CUST1569,Male,1,No,No,69,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.66,4962.99,No
CUST1570,Female,0,No,No,48,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.24,3942.46,No
CUST1571,Female,1,No,Yes,57,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,30.04,1626.88,No
CUST1572,Male,0,Yes,Yes,21,No,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,63.57,1355.06,No
CUST1573,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.66,1176.78,Yes
CUST1574,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,38.41,559.46,No
CUST1575,Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,78.19,5515.12,No
CUST1576,Male,1,Yes,No,51,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),77.04,3994.15,No
CUST1577,Female,0,Yes,Yes,62,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),56.18,3334.54,No
CUST1578,Male,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,64.62,2429.21,No
CUST1579,Male,0,No,No,6,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,120,751,No
CUST1580,Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),46.38,3152.86,Yes
CUST1581,Female,1,Yes,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.06,800.75,Yes
CUST1582,Male,0,No,No,8,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.34,248.29,No
CUST1583,Male,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,72.47,294.74,Yes
CUST1584,Female,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),18,367.66,No
CUST1585,Male,0,No,No,31,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),49.69,1488.49,Yes
CUST1586,Male,0,Yes,No,21,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,35.94,776.19,No
CUST1587,Male,0,Yes,Yes,25,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,63.28,1654.18,No
CUST1588,Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.41,976.6,No
CUST1589,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.34,2759.04,No
CUST1590,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,83.47,4132.97,No
CUST1591,Female,0,Yes,No,43,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.25,4450.88,No
CUST1592,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),54.39,2272.46,No
CUST1593,Male,0,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.01,1733.46,No
CUST1594,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.58,4988.34,Yes
CUST1595,Male,0,No,Yes,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18,779.86,No
CUST1596,Female,0,No,Yes,47,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.72,3997.81,Yes
CUST1597,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),69.29,4026.95,Yes
CUST1598,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.47,1100.51,Yes
CUST1599,Male,0,Yes,No,68,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.95,5070.73,No
CUST1600,Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.09,3494.62,No
CUST1601,Male,0,No,No,34,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,70.31,2505.36,No
CUST1602,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,31.68,772.98,No
CUST1603,Male,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,45.46,945.73,No
CUST1604,Male,0,No,No,69,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,118.32,8571.54,No
CUST1605,Male,0,No,Yes,30,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.19,2528.09,No
CUST1606,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,96.82,661.12,No
CUST1607,Male,0,Yes,No,36,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.64,1904.86,Yes
CUST1608,Female,0,No,No,38,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,67.38,2564.33,No
CUST1609,Female,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.8,4246.17,No
CUST1610,Male,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.17,1513.37,Yes
CUST1611,Female,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.42,2747.98,Yes
CUST1612,Female,0,No,Yes,23,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,79.31,1763.62,Yes
CUST1613,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.32,1029.82,No
CUST1614,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,93.05,3924.39,No
CUST1615,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.95,916.53,No
CUST1616,Male,0,No,Yes,49,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,103.45,4839.37,Yes
CUST1617,Male,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.33,463.33,Yes
CUST1618,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.12,448.13,No
CUST1619,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),79.42,1142.45,Yes
CUST1620,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.63,3240.62,No
CUST1621,Male,1,No,No,15,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),57.95,835.62,Yes
CUST1622,Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,51.73,3269.25,No
CUST1623,Male,1,No,No,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,52.13,3692.4,No
CUST1624,Female,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,38.03,1068.77,No
CUST1625,Male,1,No,Yes,53,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,63.65,3289,No
